country_txt,region,eventid,attacktype1_txt,target1,nwound,nkill,killHurtRatio
United States,iowa,199503290025,Hostage Taking (Barricade Incident),"Boatman's Bank, Des Moines Iowa",0,0,NA
United States,nevada,199503310002,Bombing/Explosion,U.S. Forest Service Ofc.,0,0,NA
United States,newyork,199504110004,Facility/Infrastructure Attack,"meat distribution plant in DeWitt, NY",0,0,NA
United States,florida,199504130003,Bombing/Explosion,Duval county tax collector's office,0,0,NA
United States,newyork,199504140011,Facility/Infrastructure Attack,"meat distribution plant in DeWitt, NY",0,0,NA
United States,california,199504150010,Bombing/Explosion,"lumber company in Aptos, CA",0,0,NA
United States,oklahoma,199504190004,Bombing/Explosion,Alfred P. Murrah Federal Building,650,168,0.25846153846153846
United States,michigan,199504220002,Armed Assault,Clinic,0,0,NA
United States,california,199504240002,Bombing/Explosion,President Gilbert Murry (not addresser),0,1,Inf
United States,ohio,199505040006,Bombing/Explosion,Medical Director of the Planned Parenthood of Stark County,0,0,NA
United States,districtofcolumbia,199505120001,Armed Assault,White House,2,0,0
United States,kentucky,199505230025,Hostage Taking (Barricade Incident),"Great Financial Bank, Louisville Kentucky",0,0,NA
United States,utah,199506100008,Facility/Infrastructure Attack,"Majestic Meats store in Salt Lake City, UT",0,0,NA
United States,utah,199506150025,Facility/Infrastructure Attack,"Tandy Leather building in Murray, Utah",0,0,NA
United States,southcarolina,199506200014,Facility/Infrastructure Attack,"Mount Zion African Methodist Episcopal Church, Greeleyville South Carolina",0,0,NA
United States,southcarolina,199506210010,Facility/Infrastructure Attack,"Macedonia Baptist Church, Bloomville South Carolina",0,0,NA
United States,wisconsin,199506220018,Hostage Taking (Barricade Incident),"Guaranty Bank, Glendale Wisconsin",0,0,NA
United States,nevada,199508050009,Bombing/Explosion,US Forest Service officers residence,0,0,NA
United States,missouri,199508160005,Hostage Taking (Barricade Incident),"Magna Bank, Bridgeton Missouri",0,0,NA
United States,florida,199508210009,Facility/Infrastructure Attack,abortion clinic,0,0,NA
United States,oregon,199508280001,Facility/Infrastructure Attack,Clinic,0,0,NA
United States,florida,199508290008,Facility/Infrastructure Attack,abortion clinic,2,0,0
United States,illinois,199508300005,Armed Assault,business,0,0,NA
United States,illinois,199508300006,Armed Assault,business,0,0,NA
United States,wisconsin,199508300008,Hostage Taking (Barricade Incident),"Bank One, Madison Wisconsin",0,0,NA
United States,wyoming,199509180004,Facility/Infrastructure Attack,Clinic,0,0,NA
United States,arizona,199510090011,Facility/Infrastructure Attack,Amtrack Passenger Train,78,1,0.01282051282051282
United States,newyork,199510130001,Bombing/Explosion,Airport,0,0,NA
United States,illinois,199510300012,Bombing/Explosion,Fed Judge,0,0,NA
United States,florida,199511020005,Facility/Infrastructure Attack,Clinic,0,0,NA
United States,florida,199511070007,Facility/Infrastructure Attack,National Women's Health Services,0,0,NA
United States,massachusetts,199511150001,Bombing/Explosion,Christian Science Church,0,0,NA
United States,missouri,199511220022,Hostage Taking (Barricade Incident),"Roosevelt Bank, St. Louis",0,0,NA
United States,northcarolina,199512070004,Assassination,Race Motivates,0,0,NA
United States,nevada,199512180003,Bombing/Explosion,IRS,0,0,NA
United States,ohio,199512190006,Hostage Taking (Barricade Incident),"Mid-America Bank, Sylvania Ohio",0,0,NA
United States,oregon,199512240011,Facility/Infrastructure Attack,"three ice cream trucks belonging to Dutch Girl Dairy in Eugene, OR",0,0,NA
United States,alabama,199601010011,Assassination,Episcopal Priest,1,0,0
United States,oregon,199601010012,Facility/Infrastructure Attack,Clinic,0,0,NA
United States,districtofcolumbia,199601050006,Armed Assault,Attorney representing widow of Leftist guerilla,0,0,NA
United States,virginia,199601120006,Bombing/Explosion,Reverend Pat Robertson,0,0,NA
United States,california,199601200009,Bombing/Explosion,Berkeley Professor,0,0,NA
United States,florida,199601230003,Bombing/Explosion,Radio/TV Stations,0,1,Inf
United States,washington,199604010005,Bombing/Explosion,Office,0,0,NA
United States,washington,199604010007,Armed Assault,Branch,0,0,NA
United States,california,199604120008,Bombing/Explosion,Truck of a mine inspector working for the United States department of Labor,2,0,0
United States,washington,199604290004,Bombing/Explosion,City Hall,0,0,NA
United States,texas,199605200006,Bombing/Explosion,FBI Offices,0,0,NA
United States,idaho,199605230006,Facility/Infrastructure Attack,Clinic,0,0,NA
United States,idaho,199607070004,Facility/Infrastructure Attack,Clinic,0,0,NA
United States,florida,199607110005,Facility/Infrastructure Attack,"Centro Vasco, Miami Florida",0,0,NA
United States,washington,199607120005,Bombing/Explosion,Office,0,0,NA
United States,washington,199607120007,Armed Assault,Branch,0,0,NA
United States,newyork,199607170006,Bombing/Explosion,Synagogue,0,0,NA
United States,florida,199607220010,Facility/Infrastructure Attack,Office,0,0,NA
United States,georgia,199607270003,Bombing/Explosion,Olympic Games,110,1,0.00909090909090909
United States,utah,199608160007,Facility/Infrastructure Attack,"McDonald's fast food restaurant in West Jordan, UT",0,0,NA
United States,ohio,199608240004,Bombing/Explosion,NEC World Series Golf Tournament,3,0,0
United States,tennessee,199608310004,Facility/Infrastructure Attack,"egg farm in Piperton, TN",0,0,NA
United States,oklahoma,199609010001,Bombing/Explosion,Clinic,0,0,NA
United States,arizona,199609100005,Unarmed Assault,Clinic,0,0,NA
United States,oklahoma,199609180009,Facility/Infrastructure Attack,Planned Parenthood of Eastern Oklahoma and Western Arkansas Broken Arrow Family Planning clinic,0,0,NA
United States,california,199610030012,Bombing/Explosion,"Back Door Bar, Lancaster California",1,0,0
United States,oregon,199610280012,Facility/Infrastructure Attack,building and trucks of the US Forest Service Detroit Ranger Station in Oregon,0,0,NA
United States,oregon,199610300011,Facility/Infrastructure Attack,"US Forest Service Oakridge Ranger Station in Oakridge, Oregon",0,0,NA
United States,missouri,199611010005,Facility/Infrastructure Attack,Clinic,0,0,NA
United States,minnesota,199611120011,Facility/Infrastructure Attack,"Alaskan Fur Company Inc. near Bloomington, MN",0,0,NA
United States,newjersey,199611160006,Bombing/Explosion,Unk: Woman injured by postal bomb,1,0,0
United States,arizona,199612010004,Facility/Infrastructure Attack,Clinic,0,0,NA
United States,arizona,199612010005,Facility/Infrastructure Attack,Clinic,0,0,NA
United States,arizona,199612010006,Facility/Infrastructure Attack,Clinic,0,0,NA
United States,louisiana,199612180007,Assassination,Dr. Calvin Jackson,1,0,0
United States,oklahoma,199701010003,Facility/Infrastructure Attack,Abortion Clinic,0,0,NA
United States,oklahoma,199701010004,Facility/Infrastructure Attack,Abortion Clinic,0,0,NA
United States,oklahoma,199701010005,Facility/Infrastructure Attack,Abortion Clinic,0,0,NA
United States,oklahoma,199701010006,Facility/Infrastructure Attack,"Reproductive Services of Tulsa, Oklahoma",0,0,NA
United States,pennsylvania,199701020003,Bombing/Explosion,U.S. President,0,0,NA
United States,kansas,199701020004,Bombing/Explosion,Federal Peniteniary,0,0,NA
United States,districtofcolumbia,199701020005,Bombing/Explosion,Al-Hayat Newspaper,0,0,NA
United States,newyork,199701130009,Bombing/Explosion,Al-Hayat Bureau at the United Nations Headquarters,0,0,NA
United States,georgia,199701160006,Bombing/Explosion,Abortion Clinic,6,0,0
United States,oklahoma,199701190010,Bombing/Explosion,"Reproductive Services of Tulsa, Oklahoma",0,0,NA
United States,california,199701300005,Bombing/Explosion,FBI,0,0,NA
United States,oklahoma,199702010005,Facility/Infrastructure Attack,"Reproductive Services of Tulsa, Oklahoma",0,0,NA
United States,california,199702010007,Bombing/Explosion,home of federal employee,0,0,NA
United States,florida,199702130003,Bombing/Explosion,Jacksonville Jewish Center,0,0,NA
United States,virginia,199702180005,Facility/Infrastructure Attack,clinic,0,0,NA
United States,georgia,199702210003,Bombing/Explosion,Nightclub for gays,4,0,0
United States,newyork,199702230003,Armed Assault,Tourists at Empire State Bldg,6,1,0.16666666666666666
United States,california,199703080002,Facility/Infrastructure Attack,clinic,0,0,NA
United States,utah,199703110009,Bombing/Explosion,"building and trucks of the Fur Breeders Agricultural Cooperative in Sandy, UT",0,0,NA
United States,california,199703170006,Facility/Infrastructure Attack,clinic,0,0,NA
United States,utah,199703180007,Facility/Infrastructure Attack,"Montgomery Fur Company in Ogden, UT",0,0,NA
United States,california,199703180008,Facility/Infrastructure Attack,"Center for Comparative Medicine in the process of construction at the University of California, Davis",0,0,NA
United States,montana,199704020006,Facility/Infrastructure Attack,clinic,0,0,NA
United States,illinois,199704080004,Assassination,judge,0,0,NA
United States,texas,199704260003,Facility/Infrastructure Attack,Synagogue,0,0,NA
United States,texas,199704270010,Hostage Taking (Kidnapping),U.S. Govt,1,0,0
United States,colorado,199705030009,Facility/Infrastructure Attack,"Internal Revenue Service Office, Colorado Springs",1,0,0
United States,northcarolina,199705060004,Facility/Infrastructure Attack,clinic,0,0,NA
United States,washington,199705060005,Facility/Infrastructure Attack,clinic,0,0,NA
United States,oregon,199705230001,Facility/Infrastructure Attack,Abortion Clinic,0,0,NA
United States,arkansas,199705290002,Bombing/Explosion,nightclub,0,0,NA
United States,oregon,199707210013,Facility/Infrastructure Attack,"Cavel West horse meat packing plant in Redmond, OR",0,0,NA
United States,alabama,199707220005,Facility/Infrastructure Attack,clinic,0,0,NA
United States,california,199707260001,Bombing/Explosion,airport,0,0,NA
United States,newyork,199710280007,Assassination,Dr. David Gandell,0,0,NA
United States,newyork,199711090003,Bombing/Explosion,office bldg,0,0,NA
United States,oregon,199711300011,Facility/Infrastructure Attack,"Bureau of Land Management, Wild Horse Corrals near Burns, OR",0,0,NA
United States,puertorico,199712020006,Bombing/Explosion,Army Recruiting Office,0,0,NA
United States,newyork,199712150005,Bombing/Explosion,restuarant,0,0,NA
United States,illinois,199712300004,Bombing/Explosion,church,0,1,Inf
United States,alabama,199801290002,Bombing/Explosion,Birmingham Abortion Clinic,1,1,1
United States,newyork,199802230003,Facility/Infrastructure Attack,"Durand-Eastman Park in Rochester, NY",0,0,NA
United States,california,199803260092,Unarmed Assault,"Police officers, city officials, and mental health workers in Marina Del Rey, California",0,0,NA
United States,puertorico,199803310002,Facility/Infrastructure Attack,An aqueduct construction project in Arecibo,0,0,NA
United States,california,199804010002,Facility/Infrastructure Attack,A Planned Parenthood facility in Pacific Beach,0,0,NA
United States,northdakota,199804060007,Facility/Infrastructure Attack,The Fargo Women's Health Organization office,0,0,NA
United States,newmexico,199804140001,Facility/Infrastructure Attack,Cline Lew Contemporary Gallery in Santa Fe,0,0,NA
United States,florida,199805040003,Facility/Infrastructure Attack,"veal processing plant in Wimauma, Florida",0,0,NA
United States,puertorico,199806090001,Bombing/Explosion,Banco Popular branch in Rio Piedras,0,0,NA
United States,washington,199806210004,Facility/Infrastructure Attack,"Animal Plant Health Inspection Service (APHIS, US Department of Agriculture",0,0,NA
United States,washington,199806210005,Facility/Infrastructure Attack,Animal Damage Control (ADC) facility,0,0,NA
United States,puertorico,199806240003,Bombing/Explosion,Offices of Banco Popular in Santa Isabel,1,0,0
United States,newmexico,199806270001,Facility/Infrastructure Attack,,0,0,NA
United States,puertorico,199807090003,Bombing/Explosion,Puerto Rico Telephone Company headquarters in Guaynabo,0,0,NA
United States,newjersey,199807160002,Facility/Infrastructure Attack,A van owned by Steve Corn Furs,0,0,NA
United States,districtofcolumbia,199807240001,Armed Assault,The U.S. Capitol Building in Washington D.C.,1,2,2
United States,indiana,199808020002,Bombing/Explosion,The County Courthouse in Lafayette,0,0,NA
United States,ohio,199808210005,Facility/Infrastructure Attack,Office of Dr. Mervyn Samuel,0,0,NA
United States,northcarolina,199809080004,Facility/Infrastructure Attack,Carolina Women's Clinic,0,0,NA
United States,northcarolina,199809080005,Facility/Infrastructure Attack,Hallmark Clinic,0,0,NA
United States,california,199809210002,Facility/Infrastructure Attack,"trucking and logging company in Arcata, California",0,0,NA
United States,california,199809210003,Facility/Infrastructure Attack,"trucking company in Arcata, California",0,0,NA
United States,northcarolina,199810030002,Bombing/Explosion,The Carolina Women's Clinic near Fayetteville,0,0,NA
United States,northcarolina,199810030003,Bombing/Explosion,The Hallmark Clinic near Fayetteville,0,0,NA
United States,wyoming,199810110011,Facility/Infrastructure Attack,"Bureau of Land Management, Wild Horse Corrals in Rock Springs, WY",0,0,NA
United States,colorado,199810190004,Facility/Infrastructure Attack,buildings and ski lifts at the Vail Ski Resort,0,0,NA
United States,newyork,199810230001,Armed Assault,Dr. Barnett Slepian,0,1,Inf
United States,newhampshire,199810270003,Bombing/Explosion,"The Concord Public Library in Concord, New Hampshire",0,0,NA
United States,newhampshire,199810270004,Bombing/Explosion,"The New Hampshire State Library in Concord, New Hampshire",0,0,NA
United States,oregon,199812260003,Facility/Infrastructure Attack,"U.S. Forest Industries headquarters office in Medford, OR",0,0,NA
United States,northcarolina,199903130005,Bombing/Explosion,"The Femcare Clinic in Asheville, North Carolina",0,0,NA
United States,newmexico,199903160003,Facility/Infrastructure Attack,Planned Parenthood of New Mexico,0,0,NA
United States,newmexico,199903200009,Bombing/Explosion,"The Forest Guardians office in Santa Fe, New Mexico",0,0,NA
United States,districtofcolumbia,199903260005,Bombing/Explosion,Bill Clinton,0,0,NA
United States,newjersey,199903270006,Facility/Infrastructure Attack,"circus vehicles belonging to Big Apple Circus, on tour at the Colonial Park in Franklin Township, NJ",0,0,NA
United States,texas,199903280009,Bombing/Explosion,John Hagee,0,0,NA
United States,wisconsin,199903280010,Facility/Infrastructure Attack,Summit Women's Health Organization,0,0,NA
United States,nevada,199903290005,Bombing/Explosion,"Bureau of Alcohol, Tobacco and Firearms office in Las Vegas Nevada",0,0,NA
United States,idaho,199903290006,Facility/Infrastructure Attack,"Planned Parenthood clinic in Sioux Falls, South Dakota",0,0,NA
United States,wisconsin,199903310007,Facility/Infrastructure Attack,"Planned Parenthood clinic in Waukesha, Wisconsin",0,0,NA
United States,colorado,199904100005,Facility/Infrastructure Attack,"Internal Revenue Service Office, Colorado Springs",1,0,0
United States,colorado,199904200004,Armed Assault,Students and teachers at Columbine High School.,24,15,0.625
United States,washington,199905000002,Facility/Infrastructure Attack,"log loader at chip mill near Cle Elum, WA",0,0,NA
United States,newmexico,199905010004,Facility/Infrastructure Attack,Planned Parenthood of New Mexico,0,0,NA
United States,oregon,199905090005,Facility/Infrastructure Attack,"meat company in Eugene, OR",0,0,NA
United States,california,199906180002,Facility/Infrastructure Attack,"The B'nai Israel Synagogue in Sacramento, California",0,0,NA
United States,california,199906180003,Facility/Infrastructure Attack,"Congregation Beth Shalom synagogue in Carmichael, California",0,0,NA
United States,california,199906180004,Facility/Infrastructure Attack,"The Kenesset Israel Torah Center in Sacramento, California",0,0,NA
United States,california,199907010009,Armed Assault,Gary Matson and Winfield Scott Mowder,0,2,Inf
United States,illinois,199907020004,Armed Assault,Jews attending temple.,6,0,0
United States,illinois,199907020005,Armed Assault,Ricky Birdson,0,1,Inf
United States,illinois,199907020006,Armed Assault,Fu S. Lin,1,0,0
United States,california,199907020007,Facility/Infrastructure Attack,Choice Medical Clinic,0,0,NA
United States,illinois,199907030007,Armed Assault,Minister,1,0,0
United States,illinois,199907030008,Armed Assault,Minority,1,0,0
United States,indiana,199907040005,Armed Assault,Won-Joon Yoon,0,2,Inf
United States,pennsylvania,199908000002,Unarmed Assault,fur rancher's wife in Pennsylvania,1,0,0
United States,oregon,199908000003,Unarmed Assault,three Oregon fur ranchers,0,0,NA
United States,newhampshire,199908010002,Facility/Infrastructure Attack,Feminist Health Center of Portsmouth,0,0,NA
United States,michigan,199908070005,Facility/Infrastructure Attack,"two fishing boats of James Boydston, retired veterinarian and former mink raiser",0,0,NA
United States,california,199908100001,Armed Assault,"The North Valley Jewish Community Center in Granada Hills, California",5,0,0
United States,wisconsin,199908110004,Facility/Infrastructure Attack,"A United Feeds mill near Plymouth, Wisconsin",0,0,NA
United States,massachusetts,199908210003,Unarmed Assault,"A man believed to be an animal researcher in Northboro, Massachusetts",0,0,NA
United States,florida,199908310002,Bombing/Explosion,"Florida Agricultural and Mechanical (A & M) University's Lee Hall in Tallahassee, Florida",0,0,NA
United States,florida,199909230002,Bombing/Explosion,"Perry-Paige Hall at Florida Agricultural and Mechanical (A & M) University in Tallahassee, Florida",0,0,NA
United States,southdakota,199910080006,Facility/Infrastructure Attack,"Planned Parenthood clinic in Rapid City, South Dakota",0,0,NA
United States,rhodeisland,199910220003,Facility/Infrastructure Attack,"fur store in Warwick, RI",0,0,NA
United States,texas,199910250004,Unarmed Assault,"researcher, Sarah Williams-Blangero, at the Southwest Foundation for Biomedical Research in San Antonio, TX",0,0,NA
United States,louisiana,199910250005,Unarmed Assault,"four researchers at the Tulane Regional Primate Research Center at Tulane University in Louisiana, including Director of the Center, Peter Gerone",0,0,NA
United States,california,199910250006,Unarmed Assault,three researchers at the University of California-Davis,0,0,NA
United States,minnesota,199910250007,Unarmed Assault,"some researchers at the University of Minnesota in Minneapolis, MN",0,0,NA
United States,oregon,199910250008,Unarmed Assault,"Dr. Don P. Wolf, senior scientist and three other researchers at the Oregon Health Sciences University in Portland, OR",0,0,NA
United States,michigan,199910250009,Unarmed Assault,"some researchers at the University of Michigan in Ann Arbor, MI",0,0,NA
United States,massachusetts,199910260006,Unarmed Assault,six research scientists at Harvard University in Massachusetts,0,0,NA
United States,alabama,199910260007,Unarmed Assault,"two primate researchers, Patricia Fultz and Jiri Mestecky, at the University of Alabama at Birmingham",0,0,NA
United States,georgia,199910270005,Unarmed Assault,"six researchers at Yerkes Regional Primate Research Center at Emory University in Atlanta, GA",0,0,NA
United States,wisconsin,199910270006,Unarmed Assault,four research scientists at the Wisconsin National Primate Research Center at the University of Wisconsin-Madison,0,0,NA
United States,washington,199910270007,Unarmed Assault,"six researchers at the University of Washington in Seattle, WA",0,0,NA
United States,washington,199911010005,Facility/Infrastructure Attack,"Gap clothing store in Seattle, WA",0,0,NA
United States,california,199912200003,Facility/Infrastructure Attack,"chicken processing plant, owned by Simon De La Cruz, in Fulton, CA",0,0,NA
United States,oregon,199912250003,Facility/Infrastructure Attack,"wood products company in Monmouth, OR",0,0,NA
United States,oregon,199912300002,Facility/Infrastructure Attack,80-foot electrical transmission tower owned by Bonneville Power Administration,0,0,NA
United States,michigan,199912310003,Facility/Infrastructure Attack,A genetic engineering research project at Michigan State University,0,0,NA
United States,michigan,200001010027,Facility/Infrastructure Attack,"commercial logging equipment on the side of M-115 Highway near Mesick, MI",0,0,NA
United States,california,200001030007,Facility/Infrastructure Attack,"Racho Veal office storage facilities and trucks in Petaluma, California",0,0,NA
United States,ohio,200001030008,Bombing/Explosion,Planned Parenthood of Cincinnati,0,0,NA
United States,ohio,200001030009,Bombing/Explosion,,0,0,NA
United States,california,200001150004,Facility/Infrastructure Attack,"chicken farm in Petaluma, CA",0,0,NA
United States,indiana,200001200002,Facility/Infrastructure Attack,"An unfinished luxury home in Bloomington, Indiana",0,0,NA
United States,california,200001240007,Facility/Infrastructure Attack,"a company which makes cages and other animal research equipment for primates in Redwood City, CA",0,0,NA
United States,california,200002250007,Facility/Infrastructure Attack,"a firm, which breeds laboratory animals for research in Fremont, CA",0,0,NA
United States,wisconsin,200003120004,Facility/Infrastructure Attack,"The Kickapoo Fur Foods facility in Viroqua, Wisconsin",0,0,NA
United States,utah,200003220005,Unarmed Assault,"Employees at a Internal Revenue Service processing center in Ogden, Utah",3,0,0
United States,arizona,200003250005,Bombing/Explosion,"Richard Simer, employee of Revlon Inc., targeted at his residence",1,0,0
United States,missouri,200004030006,Unarmed Assault,"An IRS office in Kansas City, Missouri",3,0,0
United States,arizona,200004090003,Facility/Infrastructure Attack,"private home of Mario and Melanie Lio, which was under construction in the Phoenix mountain preserve area in AZ",0,0,NA
United States,florida,200004140004,Facility/Infrastructure Attack,Fort Lauderdale Women's Clinic,0,0,NA
United States,washington,200005070004,Facility/Infrastructure Attack,"Headquarters building of Holbrooke Inc. in Olympia, Washington",0,0,NA
United States,newhampshire,200005270008,Facility/Infrastructure Attack,Concord Feminist Health Center,0,0,NA
United States,oregon,200005270009,Facility/Infrastructure Attack,"Tyree Oil trucks in Eugene, OR",0,0,NA
United States,oregon,200006160006,Bombing/Explosion,"trucks at Chevrolet dealership in Eugene, OR",0,0,NA
United States,indiana,200007020009,Facility/Infrastructure Attack,"truck and trailer at Rose Acre Farms, Inc. in North Vernon, Indiana",0,0,NA
United States,wisconsin,200007190004,Bombing/Explosion,128th Air Refueling Wing Aircraft,0,0,NA
United States,oregon,200009060011,Facility/Infrastructure Attack,West University Public Safety Substation of the Eugene Police Department,0,0,NA
United States,indiana,200009090005,Facility/Infrastructure Attack,Munroe County Republican Party Headquarters,0,0,NA
United States,arizona,200010200010,Facility/Infrastructure Attack,"private home of Mario and Melanie Lio, which was under construction in the Phoenix mountain preserve area in AZ",0,0,NA
United States,colorado,200011270006,Facility/Infrastructure Attack,Legend Ridge mansion,0,0,NA
United States,newyork,200012090004,Facility/Infrastructure Attack,"individual homes under construction in the Birchwood at Spring Lake condominiums in Miller Island, NY",0,0,NA
United States,arizona,200012100004,Facility/Infrastructure Attack,private home in the Phoenix mountain preserve area in AZ,0,0,NA
United States,arizona,200012140002,Facility/Infrastructure Attack,private home in the Phoenix mountain preserve area in AZ,0,0,NA
United States,arizona,200012140003,Facility/Infrastructure Attack,private home in the Phoenix mountain preserve area in AZ,0,0,NA
United States,newyork,200012190006,Facility/Infrastructure Attack,"luxury home under construction on Sarah Anne Court in Miller Place, NY",0,0,NA
United States,arizona,200012200004,Facility/Infrastructure Attack,private home in the Phoenix mountain preserve area in AZ,0,0,NA
United States,newyork,200012300007,Facility/Infrastructure Attack,"three luxury homes under construction in the Island Estates Development in Mount Sinai, NY",0,0,NA
United States,kansas,200012310004,Facility/Infrastructure Attack,Planned Parenthood Kansas and Mid-Missouri Overland Park,0,0,NA
United States,oregon,200101020004,Facility/Infrastructure Attack,"lumber company in Glendale, OR",0,0,NA
United States,newyork,200101130001,Facility/Infrastructure Attack,Melo's Construction Company offices in Long Island,0,0,NA
United States,arizona,200101180005,Facility/Infrastructure Attack,"private home in Scottsdale, in the  McDowell Sonoran Preserve area in AZ",0,0,NA
United States,california,200101230010,Facility/Infrastructure Attack,"Capitola City Hall of Capitola, CA",0,0,NA
United States,michigan,200101280007,Facility/Infrastructure Attack,Planned Parenthood of South Central Michigan's Kalamazoo clinic,0,0,NA
United States,california,200102200002,Facility/Infrastructure Attack,"A cotton gin owned by the Delta & Pine Land Company in Visalia, California",0,0,NA
United States,newyork,200103020006,Bombing/Explosion,"Delivery Trucks belonging to Shaller & Weber Meatpackers in Astoria, New York",0,0,NA
United States,oregon,200103300002,Facility/Infrastructure Attack,sport utility vehicles at the Romania Chevrolet Truck Center lot,0,0,NA
United States,minnesota,200104040004,Facility/Infrastructure Attack,"A Nike outlet in Alberteville, Minnesota",0,0,NA
United States,washington,200104050003,Facility/Infrastructure Attack,"National Food Corporation, egg-processing plant in Arlington, Washington",0,0,NA
United States,oregon,200104150002,Facility/Infrastructure Attack,"Three cement mixing trucks belonging to the Ross Island Sand & Gravel Company in Portland, Oregon",0,0,NA
United States,texas,200105050003,Facility/Infrastructure Attack,"backhoe loader at Cortona construction site in West Lake Hills, TX",0,0,NA
United States,oregon,200105210006,Facility/Infrastructure Attack,"buildings and vehicles at a farm which harvested hybrid poplar and cottonwood trees to be used in the manufacture of paper, outside Clatskanie, OR",0,0,NA
United States,washington,200105210007,Facility/Infrastructure Attack,"office of Professor Bradshaw at Merrill Hall, housing the University of Washington's Center for Urban Horticulture",0,0,NA
United States,oregon,200106010002,Facility/Infrastructure Attack,"Logging trucks belonging to Ray Schoppert Logging Company in Estacada, Oregon",0,0,NA
United States,washington,200106110002,Bombing/Explosion,Dr. Doug Attig's clinic in Tacoma,0,0,NA
United States,arizona,200106120002,Facility/Infrastructure Attack,"four private luxury homes under construction in Pima Canyon Estates, outside Tucson, AZ",0,0,NA
United States,washington,200107120002,Facility/Infrastructure Attack,"equipment at the construction site of new high school in Arlington, WA",0,0,NA
United States,nevada,200107240003,Facility/Infrastructure Attack,"gondola transportation system at Heavenly Valley Ski Resort in Stateline, NV",0,0,NA
United States,puertorico,200108080008,Bombing/Explosion,"Two United States Navy sailors in Vieques, Puerto Rico",0,0,NA
United States,arizona,200109080005,Facility/Infrastructure Attack,"A McDonalds restaurant in Tucson, Arizona",0,0,NA
United States,virginia,200109110006,Hijacking,Passengers and crew members on American Airlines Flight 77 and Pentagon personnel,106,189,1.7830188679245282
United States,pennsylvania,200109110007,Hijacking,Airline passengers and crew members on board American Airlines Flight 93 and personnel at the intended Capitol Building target,0,44,Inf
United States,newmexico,200109200006,Bombing/Explosion,The White Sands Research Center in Alamogordo,0,0,NA
United States,florida,200110020003,Unarmed Assault,"American Media Inc. headquarters in Boca Raton, Florida",5,1,0.2
United States,districtofcolumbia,200110090004,Unarmed Assault,U.S. Senator Patrick Leahy,1,2,2
United States,newyork,200110120004,Unarmed Assault,Tom Brokaw,6,0,0
United States,districtofcolumbia,200110150001,Unarmed Assault,Senator Tom Daschle's office,6,2,0.3333333333333333
United States,newyork,200110150002,Unarmed Assault,ABC News offices in New York City,1,0,0
United States,nevada,200110150004,Unarmed Assault,Microsoft office and employees in Reno,0,0,NA
United States,california,200110150005,Facility/Infrastructure Attack,"Bureau of Land Management Wild Horse Corrals in Litchfield, CA",0,0,NA
United States,newyork,200110170003,Unarmed Assault,George Pataki and employees in his office,0,0,NA
United States,newyork,200110180004,Unarmed Assault,"CBS Anchorman, Dan Rather",1,0,0
United States,newyork,200110190001,Unarmed Assault,Editor in Chief of the New York Post,2,0,0
United States,newyork,200110290003,Unarmed Assault,"Kathy Nguyen, an employee at the Manhattan Eye, Ear, and Throat Hospital",0,1,Inf
United States,michigan,200111050005,Facility/Infrastructure Attack,U.S. Forest Service Engineering Laboratory,0,0,NA
United States,michigan,200111050006,Facility/Infrastructure Attack,U.J. Noblet Forestry Building,0,0,NA
United States,connecticut,200111140001,Unarmed Assault,Ottilie Lundgren,0,1,Inf
United States,florida,200201050007,Hijacking,Plaza Building,0,1,Inf
United States,minnesota,200201260004,Facility/Infrastructure Attack,A construction site of the Microbial and Plant Genomics Research Center at University of Minnesota at St. Paul,0,0,NA
United States,california,200202040010,Armed Assault,El Al Israeli Airlines at Los Angeles International Airport,4,3,0.75
United States,pennsylvania,200203240005,Facility/Infrastructure Attack,"crane at construction site for $31 million State highway project in Erie, PA",0,0,NA
United States,iowa,200205030007,Bombing/Explosion,Civilians in the United States Midwest,0,0,NA
United States,iowa,200205030008,Bombing/Explosion,Civilians in the United States Midwest,0,0,NA
United States,iowa,200205030009,Bombing/Explosion,Civilians in the United States Midwest,0,0,NA
United States,indiana,200205030010,Bombing/Explosion,Civilians in the United States Midwest,0,0,NA
United States,iowa,200205030011,Bombing/Explosion,Civilians in the United States Midwest,0,0,NA
United States,illinois,200205030012,Bombing/Explosion,Civilians in the United States Midwest,0,0,NA
United States,illinois,200205030013,Bombing/Explosion,Civilians in the United States Midwest,0,0,NA
United States,illinois,200205030014,Bombing/Explosion,Civilians in the United States Midwest,0,0,NA
United States,indiana,200205030015,Facility/Infrastructure Attack,"A Sims Poultry truck in Bloomington, Indiana",0,0,NA
United States,nebraska,200205040005,Bombing/Explosion,Civilians in the United States Midwest,0,0,NA
United States,nebraska,200205040006,Bombing/Explosion,Civilians in the United States Midwest,0,0,NA
United States,nebraska,200205040007,Bombing/Explosion,Civilians in the United States Midwest,0,0,NA
United States,nebraska,200205040008,Bombing/Explosion,Civilians in the United States Midwest,0,0,NA
United States,nebraska,200205040009,Bombing/Explosion,Civilians in the United States Midwest,0,0,NA
United States,nebraska,200205040010,Bombing/Explosion,Civilians in the United States Midwest,0,0,NA
United States,nebraska,200205040011,Bombing/Explosion,Civilians in the United States Midwest,0,0,NA
United States,colorado,200205060005,Bombing/Explosion,Civilians in the United States Midwest,0,0,NA
